simple_sku,brand,product_name,price,discounted_price,cat_m,parent_of_cat_1,category_1,picture_url,URL
AS706FABAIL0ANPH-1484986,As Seen on TV,As Seen on TV Slim n Lift Slimming Vest for Men Black (Medium),599.00,334.00,Fashion,Men,Clothing,http://srv-live.lazada.com.ph/p/image-0417321-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fas-seen-on-tv-slim-n-lift-slimming-vest-for-men-black-medium-1237140.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GO939ELBCVQFANPH-1625342,GOLF,GOLF G-14 20000mah Powerbank (Gold),3000.00,899.00,Mobiles & Tablets,Batteries & Chargers,Power bank,http://srv-live.lazada.com.ph/p/image-5947431-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fgolf-g-14-20000mah-powerbank-gold-1347495.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE481HLBD0CNANPH-1631782,Beverlys,Beverlys 6FT210S Christmas Tree 6ft. (White),2699.00,1499.00,Home & Living,Home Decor,,http://srv-live.lazada.com.ph/p/image-9743531-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbeverlys-6ft210s-christmas-tree-6ft-white-1353479.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE481HLBD0CTANPH-1631789,Beverlys,Christmas Tree 5ft. 130S (Dark Pine Green),1699.00,999.00,Home & Living,Home Decor,,http://srv-live.lazada.com.ph/p/image-5843531-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fchristmas-tree-5ft-130s-dark-pine-green-1353485.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE481HLBD0CUANPH-1631790,Beverlys,Christmas Tree 8ft. 280S (Dark Pine Green),3599.00,1599.00,Home & Living,Home Decor,,http://srv-live.lazada.com.ph/p/image-6843531-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fchristmas-tree-8ft-280s-dark-pine-green-1353486.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308OTBCYQBANPH-1629652,Unbranded,Waterproof Lightweight Nylon Car Cover for Sedan Cars,999.00,499.00,Automotive & Gadgets,,Exterior Accessories,http://srv-live.lazada.com.ph/p/image-9731531-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwaterproof-lightweight-nylon-car-cover-for-sedan-cars-1351379.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELBBA9VANPH-1536795,Generic,Lazy Pod Universal Mobile Phone Holder (White),899.00,169.00,Mobiles & Tablets,Mobile Accessories,Car Accessories,http://srv-live.lazada.com.ph/p/image-7203721-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Flazy-pod-universal-mobile-phone-holder-white-1273027.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308TBBBAF6ANPH-1537016,Unbranded,Big Bash Portable Folding Princess Tent (Pink),1000.00,573.62,"Toys, Kids & Babies",Toys,Pretend Play,http://srv-live.lazada.com.ph/p/image-8123721-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbig-bash-portable-folding-princess-tent-pink-1273218.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA542HBBDNPDANPH-1662214,SaniCare,Sanicare Baby Wipes 80s Pack of 3 (Blue),255.00,255.00,"Toys, Kids & Babies",Babies,Diapers & Potties,http://srv-live.lazada.com.ph/p/image-5473831-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsanicare-baby-wipes-80s-pack-of-3-blue-1383745.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NO649HBBDKFQANPH-1657867,Not Specified,Wooden Foundation Blush Angled Flat Top Base Liquid Brush Cosmetic Makeup,746.00,373.00,Health & Beauty,Makeup,Makeup Accessories,http://srv-live.lazada.com.ph/p/image-0159731-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwooden-foundation-blush-angled-flat-top-base-liquid-brush-cosmetic-makeup-1379510.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MA532HBBE7F2ANPH-1687096,Magic Scar,Magic Scar Remover Gel 40g,779.00,299.00,Health & Beauty,Skincare,Dermacare,http://srv-live.lazada.com.ph/p/image-4929041-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmagic-scar-remover-gel-40g-1409294.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
ST765ELBE3PTANPH-1680956,Strontium,Strontium Class 10 32GB Micro SDHC Memory Card (Black),699.00,478.95,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-7944041-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fstrontium-class-10-32gb-micro-sdhc-memory-card-black-1404497.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA728ELBE4DXANPH-1681857,SanDisk,SanDisk SDSQUNB-032G 32GB 48MB/s Ultra Micro SDHC Card (Grey/White),1299.00,509.95,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-5635041-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsandisk-sdsqunb-032g-32gb-48mbs-ultra-micro-sdhc-card-greywhite-1405365.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AP675ELBEMHRANPH-1715808,Apple,Apple iPhone 6s 64GB (Rose Gold),74999.00,33999.00,Mobiles & Tablets,Mobiles,Smartphones,http://srv-live.lazada.com.ph/p/image-1388241-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fapple-iphone-6s-64gb-rose-gold-1428831.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
TO739ELBEJ3BANPH-1710027,Toshiba,Toshiba MicroSD Card 48MB/s Class 10 32GB EXCERIA,799.00,499.00,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-3244241-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Ftoshiba-microsd-card-48mbs-class-10-32gb-exceria-1424423.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
LA986HLBELR2ANPH-1714259,LAROSSO,Larosso 153 Fashion Cloth Wardrobe (European Pattern) with FREE Citrus Zinger,3000.00,1299.00,Home & Living,Furniture,Bedroom furniture,http://srv-live.lazada.com.ph/p/image-0787241-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Flarosso-153-fashion-cloth-wardrobe-european-pattern-with-free-citrus-zinger-1427870.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HLBEKFWANPH-1712089,Unbranded,Hands-Free Toothpaste Dispenser (White),750.00,165.99,Home & Living,Bath,Bathroom Accessories,http://srv-live.lazada.com.ph/p/image-2716241-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fhands-free-toothpaste-dispenser-white-1426172.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
IN943HBBEQ9JANPH-1728452,Intimate Secret,Sensual Vanilla Silkening Body Spray 250ml,1200.00,199.00,Health & Beauty,Fragrances,Women - Body Spray,http://srv-live.lazada.com.ph/p/image-9173341-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsensual-vanilla-silkening-body-spray-250ml-1433719.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
BE542HBBEQCGANPH-1728558,Beauoxi White,BeauOxi White Whitening Anti-aging and Moisturizing Soap 120mg(Pack of 2),240.00,240.00,Health & Beauty,Bath & Body,Body Soaps & Shower Gels,http://srv-live.lazada.com.ph/p/image-4283341-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fbeauoxi-white-whitening-anti-aging-and-moisturizing-soap-120mgpack-of-2-1433824.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
VI012HBBEZLEANPH-1742979,Victoria Secrets,Victoria’s Secret Love Spell Fragrance Mist 250ml,999.00,499.00,Health & Beauty,Fragrances,Women - Eau De Parfume,http://srv-live.lazada.com.ph/p/image-0185441-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fvictorias-secret-love-spell-fragrance-mist-250ml-1445810.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
OE721OTBF6XFANPH-1752908,OEM,Wireless Bluetooth 3.5MM AUX Audio Stereo Music Home Car Receiver Adapter,1119.00,559.00,Automotive & Gadgets,,Other Vehicles,http://srv-live.lazada.com.ph/p/image-5135541-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fwireless-bluetooth-35mm-aux-audio-stereo-music-home-car-receiver-adapter-1455315.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HABF63CANPH-1751709,Unbranded,Rechargeable Fan with LED Light Set of 4 (Blue),2000.00,999.00,Home Appliances,Cooling & Heating,Fans,http://srv-live.lazada.com.ph/p/image-2324541-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Frechargeable-fan-with-led-light-set-of-4-blue-1454232.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HLBF6ISANPH-1752295,Unbranded,4-in-1 Tri-button Mini Electric Sewing Machine - (White/Purple),2500.00,2500.00,Home Appliances,Garment Care,Sewing Machines,http://srv-live.lazada.com.ph/p/image-8874541-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F4-in-1-tri-button-mini-electric-sewing-machine-whitepurple-1454788.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA728ELBFFLYANPH-1767073,SanDisk,Sandisk Cruzer Orbit 8GB USB Flash Drive,299.00,173.00,Computers & Laptops,Storage,USB Flash Drives,http://srv-live.lazada.com.ph/p/image-6656641-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsandisk-cruzer-orbit-8gb-usb-flash-drive-1466566.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MA268MEBFMSMANPH-1779865,Mactan,"Mactan 40"" Acoustic Guitar (Pink)",1600.00,1399.00,"Media, Music & Books",Musical Instruments,,http://srv-live.lazada.com.ph/p/image-8785741-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmactan-40-acoustic-guitar-pink-1475878.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526ELBG43IANPH-1802986,Generic,3D Enlarged Screen Glass Magnifier Folding Portable Bracket for Mobile Phones (White),1000.00,331.55,Mobiles & Tablets,Mobile Accessories,Cases and covers,http://srv-live.lazada.com.ph/p/image-2038941-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2F3d-enlarged-screen-glass-magnifier-folding-portable-bracket-for-mobile-phones-white-1498302.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELBGACOANPH-1811103,Unbranded,Car CCTV Camera Road Recorder with IR Sensor,1190.00,415.00,Cameras,Gadgets & Other Cameras,Car Cameras,http://srv-live.lazada.com.ph/p/image-8046051-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fcar-cctv-camera-road-recorder-with-ir-sensor-1506408.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
MO034ELBG8P5ANPH-1808958,Modoex,Modoex M77 Tablet Dual Core 3G 8GB with Call Facility (White/Pink),5200.00,2099.00,Mobiles & Tablets,Tablets,Wi-Fi Tablets,http://srv-live.lazada.com.ph/p/image-5624051-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmodoex-m77-tablet-dual-core-3g-8gb-with-call-facility-whitepink-1504265.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AP675ELBGHIWANPH-1820712,Apple,Original USB Cord Sync Data Cable for Apple iPhone 5 5S 5C 6 6+ 6 Plus 6S,750.00,475.00,Mobiles & Tablets,Mobile Accessories,Cables,http://srv-live.lazada.com.ph/p/image-4075151-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Foriginal-usb-cord-sync-data-cable-for-apple-iphone-5-5s-5c-6-6-6-plus-6s-1515704.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELBGHOUANPH-1820925,Unbranded,Model Stereo Earphone for iPhone-(White),1399.00,228.00,"TV, Audio / Video, Gaming, Gadgets",Portable Audio,Headphones & Headsets,http://srv-live.lazada.com.ph/p/image-8195151-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmodel-stereo-earphone-for-iphone-white-1515918.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
LA986HLBGK4RANPH-1825708,LAROSSO,Larosso 105NT Fashion Cloth Wardrobe (Pink Dot ),1800.00,799.00,Home & Living,Furniture,Bedroom furniture,http://srv-live.lazada.com.ph/p/image-3809151-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Flarosso-105nt-fashion-cloth-wardrobe-pink-dot-1519083.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
NO649OTBGS41ANPH-1837138,Not Specified,Geneva Women Beige,912.00,456.00,Watches Sunglasses Jewellery,Watches,Women,http://srv-live.lazada.com.ph/p/image-5249251-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fgeneva-women-beige-1529425.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308OTBGKGIANPH-1826167,Unbranded,Unisex LED Multicolor Silicone Strap Watch Bundle of 8,5999.00,955.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-6059151-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Funisex-led-multicolor-silicone-strap-watch-bundle-of-8-1519506.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AL830ELBGJ09ANPH-1824154,Alibaba,Alibaba Extra Bass M-1 In-Ear Headphones (Gold),1400.00,520.00,"TV, Audio / Video, Gaming, Gadgets",Portable Audio,Headphones & Headsets,http://srv-live.lazada.com.ph/p/image-5267151-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Falibaba-extra-bass-m-1-in-ear-headphones-gold-1517625.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
OE721ELAM8S1ANPH-733705,OEM,"C-005 1.56"" TFT LCD Touch Screen Smart Watch Black",7000.00,1799.00,"TV, Audio / Video, Gaming, Gadgets",Wearable Technology,Smart Watches,http://srv-live.lazada.com.ph/p/image-942175-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fc-005-156-tft-lcd-touch-screen-smart-watch-black-571249.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308HLANDTJANPH-790002,Unbranded,Hands Free Toothpaste Dispenser (Maroon),750.00,249.00,Home & Living,Bath,Bathroom Accessories,http://srv-live.lazada.com.ph/p/image-934426-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fhands-free-toothpaste-dispenser-maroon-624439.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GE526HLANDTKANPH-790003,Generic,Hands Free Toothpaste Dispenser (Red),750.00,188.99,Home & Living,Bath,Bathroom Accessories,http://srv-live.lazada.com.ph/p/image-044426-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fhands-free-toothpaste-dispenser-red-624440.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELAP1R7ANPH-873819,ETPOP,ET-POP E-103 Sweet Cookie 20000 mAh Powerbank with LED Flashlight (Gray) with FREE 2600mah and 5600mah Powerbank,1600.00,999.00,Mobiles & Tablets,Batteries & Chargers,Power bank,http://srv-live.lazada.com.ph/p/image-511207-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fet-pop-e-103-sweet-cookie-20000-mah-powerbank-with-led-flashlight-gray-with-free-2600mah-and-5600mah-powerbank-702115.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA763OTAOY8IANPH-869062,Sanwood,Sanwood Womens Dress Analog Quartz Wrist Watch Red,764.00,382.00,Watches Sunglasses Jewellery,Watches,Women,http://srv-live.lazada.com.ph/p/image-455796-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsanwood-womens-dress-analog-quartz-wrist-watch-red-697554.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
AD262ELAP1YXANPH-874101,Adata,Adata HD650 Shockproof 1TB External Hard Drive (Red),4399.00,2890.00,Computers & Laptops,Storage,External Hard Drives,http://srv-live.lazada.com.ph/p/image-393207-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fadata-hd650-shockproof-1tb-external-hard-drive-red-702393.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
GM237OTAOV97ANPH-863509,GMG,GMG Speedometer Design Mens Black Rubber Strap Sports Watch GMW-0001a,995.00,439.00,Watches Sunglasses Jewellery,Watches,Men,http://srv-live.lazada.com.ph/p/image-196396-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fgmg-speedometer-design-mens-black-rubber-strap-sports-watch-gmw-0001a-693691.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
UN308ELAOYPKANPH-869692,Unbranded,Monopod with Remote Clicker (Pink),259.00,246.00,Cameras,Camera Accessories,Tripods & Monopods,http://srv-live.lazada.com.ph/p/image-861896-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fmonopod-with-remote-clicker-pink-698168.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
SA623ELAP7FUANPH-881300,Samsung,Samsung Evo MB-MP64D 64GB microSDXC Card,2999.00,995.00,Cameras,Camera Accessories,Memory cards,http://srv-live.lazada.com.ph/p/image-284907-1-product.jpg,http://ho.lazada.com.ph/SHAkr6?url=http%3A%2F%2Fwww.lazada.com.ph%2Fsamsung-evo-mb-mp64d-64gb-microsdxc-card-709482.html%3Foffer_id%3D%7Boffer_id%7D%26affiliate_id%3D%7Baffiliate_id%7D%26offer_name%3D%7Boffer_name%7D_%7Boffer_file_id%7D%26affiliate_name%3D%7Baffiliate_name%7D%26transaction_id%3D%7Btransaction_id%7D
